final_rank,rank,player_display_name,position,season,expected_season_points,age_years,wnt_bucket,retention_multiplier,exit_rate,age_cliff_factor,dynasty_utility,dynasty_utility_vbd,match_key,consensus_player_name,consensus_position,consensus_team,consensus_age,sleeper_id,consensus_value,consensus_overall_rank,consensus_position_rank,consensus_trend_30day,consensus_position_percentile,_merge,model_rank,consensus_rank_for_corr,model_rank_matched,consensus_rank_matched,rank_divergence,rank_divergence_pct,model_utility_percentile,consensus_percentile_matched,seasons_seen,alpha,blended_percentile_within,final_dynasty_value
210,211.0,Tez Johnson,WR,2025.0,96.82764153037535,23.627652292950035,Low,0.8844155844155845,0.149,1.0,72.87612977109086,-46.79963281723596,tez johnson|WR,Tez Johnson,WR,TB,24.3,12485,328.0,277.0,111.0,-52.0,29.48717948717949,both,211.0,277.0,202.0,200.0,-2.0,0.9,14.583333333333334,19.791666666666664,1.0,0.45,17.447916666666664,321.17968749999994
211,223.0,Jalen Nailor,WR,2025.0,100.07129997621786,26.83915126625599,Med,0.8383157894736843,0.172,1.0,69.46203849818696,-50.21372409013986,jalen nailor|WR,Jalen Nailor,WR,LV,27.5,8180,1222.0,181.0,74.0,65.0,53.205128205128204,both,223.0,181.0,212.0,150.0,-62.0,26.8,8.333333333333332,40.625,4.0,0.75,16.40625,314.7578125
212,201.0,Luke McCaffrey,WR,2025.0,80.2864666666668,24.0,Rookie,1.1953232462173315,0.207,1.0,76.10284601091256,-43.57291657741426,luke mccaffrey|WR,Luke McCaffrey,WR,WAS,25.4,11650,136.0,329.0,132.0,-34.0,16.025641025641026,both,201.0,329.0,193.0,215.0,22.0,9.5,19.791666666666664,9.375,2.0,0.6,15.624999999999998,311.59375
213,221.0,Jalen Royals,WR,2025.0,74.01424444444446,22.0,Rookie,1.1953232462173315,0.207,1.0,70.15746091997556,-49.518301668351256,jalen royals|WR,Jalen Royals,WR,KC,23.5,12505,325.0,280.0,112.0,-40.0,28.846153846153843,both,221.0,280.0,210.0,201.0,-9.0,3.9,9.375,18.75,1.0,0.45,14.53125,291.8906250000001
214,183.0,Arian Smith,WR,2025.0,89.5753111111111,23.0,Rookie,1.1953232462173315,0.207,1.0,84.90766116500076,-34.76810142332606,arian smith|WR,Arian Smith,WR,NYJ,24.9,12539,51.0,367.0,146.0,51.0,7.051282051282051,both,183.0,367.0,176.0,227.0,51.0,22.1,28.125,2.083333333333333,1.0,0.45,13.802083333333334,248.9427083333334
215,212.0,Keenan Allen,WR,2025.0,187.5805252594878,33.70294318959617,High,0.738135593220339,0.265,0.71,72.25527913551193,-47.42048345281489,keenan allen|WR,Keenan Allen,WR,,34.3,1479,242.0,300.0,121.0,137.0,23.076923076923077,both,212.0,300.0,203.0,205.0,2.0,0.9,13.541666666666666,14.583333333333334,11.0,0.75,13.802083333333334,248.9427083333334
216,197.0,Tai Felton,WR,2025.0,82.57233333333339,22.0,Rookie,1.1953232462173315,0.207,1.0,78.26959921549754,-41.40616337282928,tai felton|WR,Tai Felton,WR,MIN,23.4,12496,69.0,358.0,142.0,17.0,9.615384615384617,both,197.0,358.0,189.0,222.0,33.0,14.3,22.916666666666664,5.208333333333334,1.0,0.45,13.177083333333334,226.10156250000003
217,225.0,Xavier Legette,WR,2025.0,98.79523375513352,24.944558521560573,Med,0.8383157894736843,0.172,1.0,68.57628842802438,-51.099474160302435,xavier legette|WR,Xavier Legette,WR,CAR,25.6,11626,389.0,270.0,108.0,-112.0,31.41025641025641,both,225.0,270.0,214.0,196.0,-18.0,7.8,7.291666666666667,21.875,2.0,0.6,13.125,224.46875
218,250.0,Jaylen Wright,RB,2025.0,95.12731603147918,22.757015742642025,Med,0.751394357731904,0.159,1.0,60.11310609560808,-50.499241311602255,jaylen wright|RB,Jaylen Wright,RB,MIA,23.4,11643,667.0,235.0,70.0,-101.0,33.65384615384615,both,250.0,235.0,231.0,183.0,-48.0,20.8,1.7241379310344827,12.068965517241379,2.0,0.6,5.862068965517241,216.76551724137929
219,248.0,Noah Fant,TE,2025.0,90.73520242720205,28.11772758384668,Med,0.7842767295597485,0.145,1.0,60.84308918229335,-47.50445247316785,noah fant|TE,Noah Fant,TE,NO,28.8,5857,43.0,376.0,65.0,-78.0,7.246376811594203,both,248.0,376.0,229.0,229.0,0.0,0.0,2.7027027027027026,2.7027027027027026,7.0,0.75,2.7027027027027026,212.2972972972973
220,156.0,Joe Flacco,QB,2025.0,223.569664301103,40.96098562628337,High,0.7911889792899409,0.25,0.71,94.1917175204962,-98.37973374718437,joe flacco|QB,Joe Flacco,QB,CIN,41.6,19,155.0,325.0,48.0,-29.0,32.857142857142854,both,156.0,325.0,153.0,212.0,59.0,25.5,12.5,15.0,11.0,0.75,13.125,178.86875000000006
221,190.0,Geno Smith,QB,2025.0,193.39083236339187,35.21149897330596,High,0.7911889792899409,0.25,0.71,81.47713022681481,-111.09432104086576,geno smith|QB,Geno Smith,QB,NYJ,35.9,1373,750.0,227.0,34.0,9.0,52.85714285714286,both,190.0,227.0,182.0,177.0,-5.0,2.2,7.5,30.0,10.0,0.75,13.125,178.86875000000006
222,220.0,DeMario Douglas,WR,2025.0,101.18709921143702,25.144421629021217,Med,0.8383157894736843,0.172,1.0,70.23654317086994,-49.43921941745688,demario douglas|WR,DeMario Douglas,WR,NE,25.7,9501,168.0,321.0,130.0,-78.0,17.307692307692307,both,220.0,321.0,209.0,210.0,1.0,0.4,10.416666666666668,11.458333333333332,3.0,0.75,10.677083333333334,169.57552083333334
223,214.0,Calvin Austin III,WR,2025.0,103.40756007094754,26.798083504449007,Med,0.8383157894736843,0.172,1.0,71.77782161677493,-47.89794097155189,calvin austin|WR,Calvin Austin,WR,NYG,27.4,8125,20.0,389.0,152.0,-67.0,3.205128205128205,both,214.0,389.0,205.0,230.0,25.0,10.8,12.5,1.0416666666666665,3.0,0.75,9.635416666666666,151.91927083333331
224,215.0,Olamide Zaccheaus,WR,2025.0,103.31600076005861,28.484599589322382,Med,0.8383157894736843,0.172,1.0,71.71426796673396,-47.96149462159286,olamide zaccheaus|WR,Olamide Zaccheaus,WR,ATL,29.1,6271,57.0,364.0,144.0,-6.0,8.333333333333332,both,215.0,364.0,206.0,224.0,18.0,7.8,11.458333333333332,4.166666666666666,7.0,0.75,9.635416666666666,151.91927083333331
225,229.0,Christian Kirk,WR,2025.0,125.28570373885347,29.16084873374401,High,0.738135593220339,0.265,1.0,67.97121037971009,-51.70455220861673,christian kirk|WR,Christian Kirk,WR,SF,29.8,4950,304.0,287.0,115.0,-28.0,26.923076923076923,both,229.0,287.0,218.0,204.0,-14.0,6.1,4.166666666666666,15.625,8.0,0.75,7.03125,123.234375
226,228.0,Andrei Iosivas,WR,2025.0,98.53808999850054,26.217659137577,Med,0.8383157894736843,0.172,1.0,68.39779839614657,-51.27796419218025,andrei iosivas|WR,Andrei Iosivas,WR,CIN,26.9,10226,129.0,335.0,135.0,-73.0,14.102564102564102,both,228.0,335.0,217.0,216.0,-1.0,0.4,5.208333333333334,8.333333333333332,3.0,0.75,5.989583333333334,100.77343750000004
227,169.0,Tyrod Taylor,QB,2025.0,180.182812625098,36.33949349760438,Med,0.8236205057440866,0.147,0.71,89.87686027604272,-102.69459099163785,tyrod taylor|QB,Tyrod Taylor,QB,GB,37.1,827,20.0,388.0,65.0,-29.0,8.571428571428571,both,169.0,388.0,165.0,230.0,65.0,28.1,10.0,2.5,11.0,0.75,8.125,89.96875000000001
228,226.0,Xavier Hutchinson,WR,2025.0,98.78949234362149,25.626283367556468,Med,0.8383157894736843,0.172,1.0,68.57230316803897,-51.10345942028785,xavier hutchinson|WR,Xavier Hutchinson,WR,HOU,26.2,10218,52.0,366.0,145.0,8.0,7.6923076923076925,both,226.0,366.0,215.0,226.0,11.0,4.8,6.25,3.125,3.0,0.75,5.46875,84.4453125
229,205.0,Kirk Cousins,QB,2025.0,178.811549624316,37.37166324435318,High,0.7911889792899409,0.25,0.71,75.33475985781435,-117.23669140986622,kirk cousins|QB,Kirk Cousins,QB,LV,38.0,1166,646.0,237.0,37.0,71.0,48.57142857142857,both,205.0,237.0,196.0,184.0,-12.0,5.2,2.5,22.5,11.0,0.75,7.5,77.125
230,231.0,John Metchie III,WR,2025.0,97.31008201243205,25.45927446954141,Med,0.8383157894736843,0.172,1.0,67.5454067711288,-52.13035581719802,john metchie|WR,John Metchie,WR,CAR,26.1,8147,111.0,341.0,138.0,-48.0,11.858974358974358,both,231.0,341.0,220.0,218.0,-2.0,0.9,3.125,7.291666666666667,3.0,0.75,4.166666666666667,68.5
231,191.0,Dillon Gabriel,QB,2025.0,115.35962999612647,24.974674880219027,Low,0.8363636363636363,0.164,1.0,80.65945329329162,-111.91199797438895,dillon gabriel|QB,Dillon Gabriel,QB,CLE,25.7,12486,54.0,365.0,60.0,-21.0,15.714285714285714,both,191.0,365.0,183.0,225.0,42.0,18.2,5.0,7.5,1.0,0.45,6.375,66.15625
